Data;Vendas_Semana;Feriado_Semana;Temperatura_F;Temperatura_C;Preco_Gasolina;Inflação;Desemprego;
03/06/2011;1935593,87;0;52,76;11,53;3,752;0,13%;7,19%;
03/06/2011;2079899,47;0;76,38;24,66;3,922;0,13%;8,52%;
03/06/2011;695396,19;0;69,8;21;4,069;0,13%;7,66%;
03/06/2011;531080,31;0;54,08;12,27;3,763;0,19%;6,34%;
03/06/2011;895020,48;0;49,61;9,78;3,752;0,13%;6,77%;
03/06/2011;1178039;0;70,9;21,61;3,973;0,13%;8,98%;
03/06/2011;1457345,75;0;66,01;18,89;4,069;0,13%;7,66%;
03/06/2011;2182246,69;0;73,51;23,06;3,922;0,21%;7,29%;
03/06/2011;773878,58;0;83,82;28,79;3,699;0,21%;7,93%;
03/06/2011;1125169,92;0;70,09;21,16;3,973;0,14%;8,25%;
03/06/2011;1562161,97;0;67,21;19,56;3,973;0,13%;4,78%;
03/06/2011;1554837,62;0;73,12;22,84;4,069;0,13%;8,21%;
03/06/2011;737551,74;0;70,69;21,49;3,922;0,21%;7,29%;
03/06/2011;1054454,4;0;60,49;15,83;3,973;0,13%;7,82%;
03/06/2011;2053708,01;0;74,17;23,43;4,069;0,14%;7,73%;
03/06/2011;1403779,25;0;71,81;22,12;4,031;0,13%;13,74%;
03/06/2011;598251,57;0;70,09;21,16;3,973;0,13%;9,97%;
03/06/2011;432808,48;0;83,82;28,79;3,699;0,21%;7,93%;
03/06/2011;1430348,1;0;83,82;28,79;3,699;0,21%;7,93%;
03/06/2011;1167757;0;61,25;16,25;3,763;0,19%;8,60%;
03/06/2011;243477,03;0;82,93;28,29;3,893;0,13%;8,69%;
03/06/2011;947229,24;0;74,64;23,69;3,683;0,13%;10,58%;
03/06/2011;955466,84;0;74,17;23,43;3,922;0,14%;8,51%;
03/06/2011;373703,95;0;82,96;28,31;3,69;0,21%;8,35%;
03/06/2011;500381,23;0;82,96;28,31;3,699;0,21%;8,35%;
03/06/2011;396826,06;0;71,81;22,12;4,031;0,13%;13,74%;
03/06/2011;1541745,59;0;83,59;28,66;3,699;0,21%;8,35%;
03/06/2011;1075687,74;0;66,16;18,98;3,973;0,13%;4,78%;
03/06/2011;1297584,95;0;54,81;12,67;3,763;0,19%;6,93%;
03/06/2011;545109,3;0;81,87;27,71;3,893;0,13%;8,49%;
03/06/2011;630972,15;0;83,49;28,61;3,699;0,21%;10,58%;
03/06/2011;308950,04;0;52,76;11,53;3,752;0,13%;6,91%;
03/06/2011;877423,45;0;76,38;24,66;3,922;0,13%;8,52%;
10/06/2011;1588948,32;0;83,13;28,41;3,648;0,22%;7,68%;
10/06/2011;1929153,16;0;83,4;28,56;3,648;0,21%;7,93%;
10/06/2011;391638,75;0;84,84;29,36;3,648;0,22%;7,57%;
10/06/2011;2073951,38;0;80,05;26,69;3,64;0,13%;5,95%;
10/06/2011;304984,14;0;83,61;28,67;3,648;0,22%;6,49%;
10/06/2011;1598643,65;0;84,49;29,16;3,648;0,22%;6,86%;
10/06/2011;621099,95;0;53,3;11,83;3,735;0,19%;8,60%;
10/06/2011;897309,41;0;82,21;27,89;3,648;0,22%;6,30%;
10/06/2011;550076,32;0;85,81;29,89;3,648;0,22%;8,35%;
10/06/2011;1740063,1;0;84,57;29,21;3,981;0,13%;8,49%;
10/06/2011;1314626,75;0;85,79;29,88;3,648;0,22%;7,57%;
10/06/2011;996937,95;0;78,72;25,96;3,981;0,13%;13,74%;
10/06/2011;1997816,98;0;61,39;16,33;3,732;0,13%;7,19%;
10/06/2011;2132446;0;73,88;23,27;3,881;0,19%;8,52%;
10/06/2011;642679,81;0;69,86;21,03;4,025;0,13%;7,66%;
10/06/2011;600952,06;0;55,78;13,21;3,735;0,19%;6,34%;
10/06/2011;881190,46;0;54,57;12,54;3,732;0,13%;6,77%;
10/06/2011;1044079,2;0;69,49;20,83;3,924;0,13%;8,98%;
10/06/2011;1467473,63;0;68,26;20,14;4,025;0,13%;7,66%;
10/06/2011;2135062,04;0;73,64;23,13;3,881;0,21%;7,29%;
10/06/2011;794397,89;0;84,71;29,28;3,648;0,21%;7,93%;
10/06/2011;1060868,49;0;69,53;20,85;3,924;0,14%;8,25%;
10/06/2011;1447028,06;0;65,23;18,46;3,924;0,13%;4,78%;
10/06/2011;1373841,91;0;70,02;21,12;4,025;0,13%;8,21%;
10/06/2011;740259,63;0;71,45;21,92;3,881;0,21%;7,29%;
10/06/2011;1094058,68;0;59,85;15,47;3,924;0,13%;7,82%;
10/06/2011;1817914,71;0;73,26;22,92;4,025;0,14%;7,73%;
10/06/2011;1339972,83;0;78,72;25,96;3,981;0,13%;13,74%;
10/06/2011;558431,44;0;69,53;20,85;3,924;0,13%;9,97%;
10/06/2011;424697,05;0;84,71;29,28;3,648;0,21%;7,93%;
10/06/2011;1425299,37;0;84,71;29,28;3,648;0,21%;7,93%;
10/06/2011;1239741,34;0;65,49;18,61;3,735;0,19%;8,60%;
10/06/2011;258427,39;0;87,02;30,57;3,981;0,13%;8,69%;
10/06/2011;943912,77;0;74,57;23,65;3,64;0,13%;10,58%;
10/06/2011;855130,21;0;73,26;22,92;3,881;0,14%;8,51%;
10/06/2011;374182,04;0;82,41;28,01;3,633;0,21%;8,35%;
10/06/2011;509647,25;0;82,41;28,01;3,648;0,21%;8,35%;
10/06/2011;381763,02;0;78,72;25,96;3,981;0,13%;13,74%;
10/06/2011;1442092,08;0;82,75;28,19;3,648;0,21%;8,35%;
10/06/2011;984336,04;0;64,19;17,88;3,924;0,13%;4,78%;
10/06/2011;1311690,11;0;61,1;16,17;3,735;0,19%;6,93%;
10/06/2011;616701,99;0;84,57;29,21;3,981;0,13%;8,49%;
10/06/2011;643041,71;0;85,81;29,89;3,648;0,21%;10,58%;
10/06/2011;308770,42;0;61,39;16,33;3,732;0,13%;6,91%;
10/06/2011;814395,17;0;73,88;23,27;3,881;0,19%;8,52%;
17/06/2011;1532114,86;0;86,41;30,23;3,637;0,21%;7,68%;
17/06/2011;1953771,99;0;86,53;30,29;3,637;0,21%;7,93%;
17/06/2011;403423,34;0;86,96;30,53;3,637;0,22%;7,57%;
17/06/2011;2141210,62;0;83,51;28,62;3,618;0,13%;5,95%;
17/06/2011;304811,82;0;86,84;30,47;3,637;0,21%;6,49%;
17/06/2011;1622150,33;0;87,08;30,6;3,637;0,22%;6,86%;
17/06/2011;610991,35;0;48,79;9,33;3,697;0,19%;8,60%;
17/06/2011;922048,41;0;84,73;29,29;3,637;0,22%;6,30%;
17/06/2011;558671,14;0;89,15;31,75;3,637;0,22%;8,35%;
17/06/2011;1817934,76;0;87,96;31,09;3,935;0,13%;8,49%;
17/06/2011;1337506,74;0;87,9;31,06;3,637;0,22%;7,57%;
17/06/2011;986504,93;0;86,84;30,47;3,935;0,13%;13,74%;
17/06/2011;2086433,49;0;63,35;17,42;3,704;0,13%;7,19%;
17/06/2011;2082083,34;0;69,32;20,73;3,842;0,19%;8,52%;
17/06/2011;639928,85;0;63,9;17,72;3,989;0,14%;7,66%;
17/06/2011;581546,23;0;58,34;14,63;3,697;0,19%;6,34%;
17/06/2011;894686,67;0;56,61;13,67;3,704;0,13%;6,77%;
17/06/2011;1045859,39;0;63,23;17,35;3,873;0,14%;8,98%;
17/06/2011;1418973,62;0;64,02;17,79;3,989;0,14%;7,66%;
17/06/2011;2065191,27;0;66,41;19,12;3,842;0,21%;7,29%;
17/06/2011;823220,43;0;87,54;30,86;3,637;0,21%;7,93%;
17/06/2011;1042454,61;0;63,97;17,76;3,873;0,14%;8,25%;
17/06/2011;1470520,83;0;61,06;16,14;3,873;0,14%;4,78%;
17/06/2011;1320359,23;0;64,34;17,97;3,989;0,14%;8,21%;
17/06/2011;717373,43;0;63,58;17,54;3,842;0,21%;7,29%;
17/06/2011;981646,46;0;54,5;12,5;3,873;0,14%;7,82%;
17/06/2011;1814740,09;0;67,03;19,46;3,989;0,14%;7,73%;
17/06/2011;1268503,49;0;86,84;30,47;3,935;0,13%;13,74%;
17/06/2011;536914,17;0;63,97;17,76;3,873;0,14%;9,97%;
17/06/2011;435481,03;0;87,54;30,86;3,637;0,21%;7,93%;
17/06/2011;1491039,14;0;87,54;30,86;3,637;0,21%;7,93%;
17/06/2011;1192031,38;0;67,38;19,66;3,697;0,19%;8,60%;
17/06/2011;238172,66;0;91,11;32,84;3,935;0,13%;8,69%;
17/06/2011;968258,09;0;76,58;24,77;3,618;0,13%;10,58%;
17/06/2011;828594,86;0;67,03;19,46;3,842;0,14%;8,51%;
17/06/2011;394645,25;0;84,43;29,13;3,599;0,21%;8,35%;
17/06/2011;525132,36;0;84,43;29,13;3,637;0,21%;8,35%;
17/06/2011;356797;0;86,84;30,47;3,935;0,13%;13,74%;
17/06/2011;1451392,67;0;85,21;29,56;3,637;0,21%;8,35%;
17/06/2011;971422,67;0;59,16;15,09;3,873;0,14%;4,78%;
17/06/2011;1289151,84;0;62,3;16,83;3,697;0,19%;6,93%;
17/06/2011;546675,65;0;87,96;31,09;3,935;0,13%;8,49%;
17/06/2011;665781,74;0;88,49;31,38;3,637;0,21%;10,58%;
17/06/2011;300255,87;0;63,35;17,42;3,704;0,13%;6,91%;
17/06/2011;811153,67;0;69,32;20,73;3,842;0,19%;8,52%;
24/06/2011;1438830,15;0;83,58;28,66;3,594;0,22%;7,68%;
24/06/2011;1790925,8;0;85,17;29,54;3,594;0,21%;7,93%;
24/06/2011;385520,71;0;84,94;29,41;3,594;0,13%;7,57%;
24/06/2011;2008344,92;0;81,85;27,69;3,57;0,13%;5,95%;
24/06/2011;302881,64;0;84,76;29,31;3,594;0,22%;6,49%;
24/06/2011;1543365,9;0;85,51;29,73;3,594;0,22%;6,86%;
24/06/2011;640043,97;0;46,85;8,25;3,661;0,19%;8,60%;
24/06/2011;864881,24;0;83,94;28,86;3,594;0,22%;6,30%;
24/06/2011;538745,93;0;86,74;30,41;3,594;0,22%;8,35%;
24/06/2011;1711813,13;0;90,69;32,61;3,807;0,13%;8,49%;
24/06/2011;1254587,84;0;86,13;30,07;3,594;0,13%;7,57%;
24/06/2011;997282,75;0;88,95;31,64;3,898;0,13%;13,74%;
24/06/2011;2009163,08;0;66,38;19,1;3,668;0,13%;7,19%;
24/06/2011;2069523,52;0;74,85;23,81;3,804;0,19%;8,52%;
24/06/2011;656594,95;0;69,96;21,09;3,964;0,14%;7,66%;
24/06/2011;569105,03;0;54,36;12,42;3,661;0,19%;6,34%;
24/06/2011;920719,98;0;60,99;16,11;3,668;0,13%;6,77%;
24/06/2011;1056478,65;0;67,41;19,67;3,851;0,14%;8,98%;
24/06/2011;1440785,7;0;68,4;20,22;3,964;0,14%;7,66%;
24/06/2011;1950826,32;0;72,4;22,44;3,804;0,21%;7,29%;
24/06/2011;771298,98;0;85,72;29,84;3,594;0,21%;7,93%;
24/06/2011;1012584,2;0;68,53;20,29;3,851;0,14%;8,25%;
24/06/2011;1434036,18;0;63,8;17,67;3,851;0,14%;4,78%;
24/06/2011;1304850,67;0;68,88;20,49;3,964;0,14%;8,21%;
24/06/2011;699270,1;0;70,71;21,51;3,804;0,21%;7,29%;
24/06/2011;997474,93;0;56,94;13,86;3,851;0,14%;7,82%;
24/06/2011;1811455,15;0;72,02;22,23;3,964;0,14%;7,73%;
24/06/2011;1208809,34;0;88,95;31,64;3,898;0,13%;13,74%;
24/06/2011;545368,17;0;68,53;20,29;3,851;0,14%;9,97%;
24/06/2011;422715,74;0;85,72;29,84;3,594;0,21%;7,93%;
24/06/2011;1375962,46;0;85,72;29,84;3,594;0,21%;7,93%;
24/06/2011;1163869,52;0;65,06;18,37;3,661;0,19%;8,60%;
24/06/2011;238433,53;0;94,11;34,51;3,807;0,13%;8,69%;
24/06/2011;923795,04;0;77,16;25,09;3,57;0,13%;10,58%;
24/06/2011;849397,57;0;72,02;22,23;3,804;0,14%;8,51%;
24/06/2011;360009,94;0;83,95;28,86;3,569;0,21%;8,35%;
24/06/2011;509276,22;0;83,95;28,86;3,594;0,21%;8,35%;
24/06/2011;354078,95;0;88,95;31,64;3,898;0,13%;13,74%;
24/06/2011;1363167,95;0;84,06;28,92;3,594;0,21%;8,35%;
24/06/2011;977103,64;0;62,59;16,99;3,851;0,14%;4,78%;
24/06/2011;1244381,98;0;59,54;15,3;3,661;0,19%;6,93%;
24/06/2011;501780,66;0;90,69;32,61;3,807;0,13%;8,49%;
24/06/2011;604925,08;0;88,3;31,28;3,594;0,21%;10,58%;
24/06/2011;296765,59;0;66,38;19,1;3,668;0,13%;6,91%;
24/06/2011;762861,78;0;74,85;23,81;3,804;0,19%;8,52%;
01/07/2011;1488538,09;0;85,55;29,75;3,524;0,22%;7,96%;
01/07/2011;1866243;0;85,69;29,83;3,524;0,21%;7,85%;
01/07/2011;368962,72;0;85,1;29,5;3,524;0,22%;7,57%;
01/07/2011;2051533,53;0;84,54;29,19;3,504;0,13%;5,64%;
01/07/2011;327093,89;0;85,81;29,89;3,524;0,22%;6,53%;
01/07/2011;1694551,15;0;87;30,56;3,524;0,22%;6,93%;
01/07/2011;704344,21;0;58,54;14,74;3,597;0,19%;8,62%;
01/07/2011;883683,35;0;87,26;30,7;3,524;0,22%;6,43%;
01/07/2011;537064,03;0;89,14;31,74;3,524;0,22%;6,40%;
01/07/2011;1751369,75;0;95,36;35,2;3,842;0,13%;8,26%;
01/07/2011;1297472,06;0;86,43;30,24;3,524;0,22%;7,57%;
01/07/2011;961993,34;0;89,85;32,14;3,842;0,13%;13,50%;
01/07/2011;2048035,74;0;74,29;23,49;3,613;0,13%;6,88%;
01/07/2011;2074668,19;0;74,04;23,36;3,748;0,19%;8,63%;
01/07/2011;674669,16;0;67,43;19,68;3,916;0,13%;7,81%;
01/07/2011;608737,56;0;63,59;17,55;3,597;0,19%;6,34%;
01/07/2011;940554,34;0;67,39;19,66;3,613;0,13%;6,75%;
01/07/2011;1087051,26;0;69,75;20,97;3,815;0,13%;8,35%;
01/07/2011;1462731,93;0;67,64;19,8;3,916;0,13%;7,81%;
01/07/2011;2053165,41;0;69,66;20,92;3,748;0,21%;7,27%;
01/07/2011;784639,12;0;87,57;30,87;3,524;0,21%;7,85%;
01/07/2011;1077491,68;0;70,8;21,56;3,815;0,13%;8,02%;
01/07/2011;1492507,44;0;65,65;18,69;3,815;0,13%;4,58%;
01/07/2011;1445596,61;0;70,27;21,26;3,916;0,13%;8,36%;
01/07/2011;706206,86;0;66,61;19,23;3,748;0,21%;7,27%;
01/07/2011;1070119,09;0;59,89;15,49;3,815;0,13%;7,77%;
01/07/2011;1949983,93;0;73,76;23,2;3,916;0,13%;8,35%;
01/07/2011;1319054,57;0;89,85;32,14;3,842;0,13%;13,50%;
01/07/2011;567114,6;0;70,8;21,56;3,815;0,13%;9,86%;
01/07/2011;428782,38;0;87,57;30,87;3,524;0,21%;7,85%;
01/07/2011;1371889,27;0;87,57;30,87;3,524;0,21%;7,85%;
01/07/2011;1199845,29;0;72,86;22,7;3,597;0,19%;8,62%;
01/07/2011;226702,36;0;98,43;36,91;3,842;0,13%;8,44%;
01/07/2011;911106,22;0;81,96;27,76;3,504;0,13%;10,64%;
01/07/2011;874453,88;0;73,76;23,2;3,748;0,13%;8,68%;
01/07/2011;354270,77;0;85,33;29,63;3,502;0,21%;8,18%;
01/07/2011;517021,3;0;85,33;29,63;3,524;0,21%;8,18%;
01/07/2011;387334,04;0;89,85;32,14;3,842;0,13%;13,50%;
01/07/2011;1429829,36;0;84,93;29,41;3,524;0,21%;8,18%;
01/07/2011;1048866,3;0;65,25;18,47;3,815;0,13%;4,58%;
01/07/2011;1333347,78;0;67,01;19,45;3,597;0,19%;6,90%;
01/07/2011;506343,83;0;95,36;35,2;3,842;0,13%;8,26%;
01/07/2011;586781,78;0;91,36;32,98;3,524;0,21%;10,64%;
01/07/2011;315273,08;0;74,29;23,49;3,613;0,13%;8,35%;
01/07/2011;791495,25;0;74,04;23,36;3,748;0,19%;8,63%;
08/07/2011;1534849,64;0;85,83;29,91;3,48;0,22%;7,96%;
08/07/2011;1853161,99;0;87,7;30,94;3,48;0,21%;7,85%;
08/07/2011;395146,24;0;85,38;29,66;3,48;0,22%;7,57%;
08/07/2011;2066541,86;0;84,59;29,22;3,469;0,13%;5,64%;
08/07/2011;310804,93;0;86,64;30,36;3,48;0,22%;6,53%;
08/07/2011;1709373,62;0;88,36;31,31;3,48;0,22%;6,93%;
08/07/2011;761793,94;0;59,08;15,04;3,54;0,19%;8,62%;
08/07/2011;861965,12;0;83,57;28,65;3,48;0,22%;6,43%;
08/07/2011;535983,13;0;89,04;31,69;3,48;0,22%;6,40%;
08/07/2011;1699708,38;0;88,57;31,43;3,793;0,13%;8,26%;
08/07/2011;1334627,96;0;87,17;30,65;3,48;0,22%;7,57%;
08/07/2011;943717,38;0;89,9;32,17;3,705;0,13%;13,50%;
08/07/2011;2021699,38;0;77,3;25,17;3,563;0,13%;6,88%;
08/07/2011;2063401,06;0;77,49;25,27;3,711;0,21%;8,63%;
08/07/2011;635118,48;0;73,47;23,04;3,886;0,14%;7,81%;
08/07/2011;634634,66;0;65;18,33;3,54;0,19%;6,34%;
08/07/2011;915064,22;0;70,6;21,44;3,563;0,13%;6,75%;
08/07/2011;1048802,62;0;73,12;22,84;3,784;0,14%;8,35%;
08/07/2011;1465489,75;0;73,2;22,89;3,886;0,14%;7,81%;
08/07/2011;2123787,79;0;74,69;23,72;3,711;0,21%;7,27%;
08/07/2011;734099,4;0;89,16;31,76;3,48;0,21%;7,85%;
08/07/2011;1017050,65;0;74,22;23,46;3,784;0,14%;8,02%;
08/07/2011;1379488,05;0;69,92;21,07;3,784;0,14%;4,58%;
08/07/2011;1567340,07;0;72,56;22,53;3,886;0,14%;8,36%;
08/07/2011;698529,64;0;71,64;22,02;3,711;0,21%;7,27%;
08/07/2011;1133807,03;0;63,34;17,41;3,784;0,14%;7,77%;
08/07/2011;2000055,27;0;76,87;24,93;3,886;0,14%;8,35%;
08/07/2011;1459655,85;0;89,9;32,17;3,705;0,13%;13,50%;
08/07/2011;547586,07;0;74,22;23,46;3,784;0,14%;9,86%;
08/07/2011;419764,37;0;89,16;31,76;3,48;0,21%;7,85%;
08/07/2011;1423144,47;0;89,16;31,76;3,48;0,21%;7,85%;
08/07/2011;1110244,52;0;72,56;22,53;3,54;0,19%;8,62%;
08/07/2011;262717,71;0;96,44;35,8;3,793;0,13%;8,44%;
08/07/2011;926934,57;0;80,84;27,13;3,469;0,13%;10,64%;
08/07/2011;827717,85;0;76,87;24,93;3,711;0,14%;8,68%;
08/07/2011;377464,62;0;84,71;29,28;3,44;0,21%;8,18%;
08/07/2011;489059,93;0;84,71;29,28;3,48;0,21%;8,18%;
08/07/2011;399699,17;0;89,9;32,17;3,705;0,13%;13,50%;
08/07/2011;1414564,53;0;84,33;29,07;3,48;0,21%;8,18%;
08/07/2011;1107366,06;0;67,86;19,92;3,784;0,14%;4,58%;
08/07/2011;1338862,58;0;68,49;20,27;3,54;0,19%;6,90%;
08/07/2011;593234,27;0;88,57;31,43;3,793;0,13%;8,26%;
08/07/2011;651147,83;0;87,02;30,57;3,48;0,21%;10,64%;
08/07/2011;295339,01;0;77,3;25,17;3,563;0,13%;8,35%;
08/07/2011;768718,11;0;77,49;25,27;3,711;0,21%;8,63%;
15/07/2011;1455119,97;0;88,54;31,41;3,575;0,22%;7,96%;
15/07/2011;1785187,29;0;89,83;32,13;3,575;0,22%;7,85%;
15/07/2011;373454,33;0;87,14;30,63;3,575;0,22%;7,57%;
15/07/2011;2049046,95;0;83,27;28,48;3,563;0,13%;5,64%;
15/07/2011;283248,62;0;88,64;31,47;3,575;0,22%;6,53%;
15/07/2011;1526801,24;0;88,93;31,63;3,575;0,22%;6,93%;
15/07/2011;642748,21;0;54,37;12,43;3,532;0,19%;8,62%;
15/07/2011;849925,37;0;84,26;29,03;3,575;0,22%;6,43%;
15/07/2011;512834,04;0;90,45;32,47;3,575;0,22%;6,40%;
15/07/2011;1775068,4;0;86,01;30,01;3,779;0,13%;8,26%;
15/07/2011;1266546,73;0;88,3;31,28;3,575;0,22%;7,57%;
15/07/2011;936001,98;0;88,1;31,17;3,692;0,13%;13,50%;
15/07/2011;1956813,31;0;75,59;24,22;3,553;0,13%;6,88%;
15/07/2011;1953544,76;0;78,47;25,82;3,76;0,19%;8,63%;
15/07/2011;624114,56;0;73,34;22,97;3,915;0,14%;7,81%;
15/07/2011;586841,77;0;65,16;18,42;3,532;0,19%;6,34%;
15/07/2011;902727,76;0;67,93;19,96;3,553;0,13%;6,75%;
15/07/2011;974916,13;0;74,36;23,53;3,827;0,14%;8,35%;
15/07/2011;1391580,41;0;73,7;23,17;3,915;0,14%;7,81%;
15/07/2011;2039875,75;0;74,88;23,82;3,76;0,21%;7,27%;
15/07/2011;728311,15;0;91,05;32,81;3,575;0,22%;7,85%;
15/07/2011;961953,57;0;75,2;24;3,827;0,14%;8,02%;
15/07/2011;1360520,56;0;69,8;21;3,827;0,14%;4,58%;
15/07/2011;1356938,95;0;74,43;23,57;3,915;0,14%;8,36%;
15/07/2011;680510,23;0;72,67;22,59;3,76;0,21%;7,27%;
15/07/2011;1021534,7;0;64,43;18,02;3,827;0,14%;7,77%;
15/07/2011;1762155,79;0;77,83;25,46;3,915;0,14%;8,35%;
15/07/2011;1197373,13;0;88,1;31,17;3,692;0,13%;13,50%;
15/07/2011;505246,15;0;75,2;24;3,827;0,14%;9,86%;
15/07/2011;420515,63;0;91,05;32,81;3,575;0,22%;7,85%;
15/07/2011;1415473,91;0;91,05;32,81;3,575;0,22%;7,85%;
15/07/2011;1144254,26;0;70,55;21,42;3,532;0,19%;8,62%;
15/07/2011;265003,47;0;92,83;33,79;3,779;0,13%;8,44%;
15/07/2011;903882,96;0;78,09;25,61;3,563;0,13%;10,64%;
15/07/2011;813845,5;0;77,83;25,46;3,76;0,14%;8,68%;
15/07/2011;385631,48;0;85,63;29,79;3,55;0,21%;8,18%;
15/07/2011;498749,62;0;85,63;29,79;3,575;0,21%;8,18%;
15/07/2011;367181,71;0;88,1;31,17;3,692;0,13%;13,50%;
15/07/2011;1380257,12;0;85,96;29,98;3,575;0,21%;8,18%;
15/07/2011;953252,14;0;68,9;20,5;3,827;0,14%;4,58%;
15/07/2011;1245772,7;0;68,18;20,1;3,532;0,19%;6,90%;
15/07/2011;591703,82;0;86,01;30,01;3,779;0,13%;8,26%;
15/07/2011;631827,38;0;84,67;29,26;3,575;0,21%;10,64%;
15/07/2011;289201,21;0;75,59;24,22;3,553;0,13%;8,35%;
15/07/2011;748435,2;0;78,47;25,82;3,76;0,19%;8,63%;
22/07/2011;1396926,82;0;85,77;29,87;3,651;0,22%;7,96%;
22/07/2011;1743816,41;0;89,34;31,86;3,651;0,22%;7,85%;
22/07/2011;360617,37;0;86,19;30,11;3,651;0,22%;7,57%;
22/07/2011;2036231,39;0;82,84;28,24;3,627;0,13%;5,64%;
22/07/2011;292539,73;0;86,97;30,54;3,651;0,21%;6,53%;
22/07/2011;1526506,08;0;88,06;31,14;3,651;0,21%;6,93%;
22/07/2011;688043,96;0;56,22;13,46;3,545;0,19%;8,62%;
22/07/2011;829902,42;0;85,46;29,7;3,651;0,22%;6,43%;
22/07/2011;491449,94;0;89,08;31,71;3,651;0,22%;6,40%;
22/07/2011;1774342,61;0;88,59;31,44;3,697;0,13%;8,26%;
22/07/2011;1290576,44;0;87,8;31;3,651;0,22%;7,57%;
22/07/2011;922231,92;0;91,17;32,87;3,794;0,13%;13,50%;
22/07/2011;1987089,36;0;78,5;25,83;3,563;0,13%;6,88%;
22/07/2011;1882070,88;0;82,33;27,96;3,811;0,19%;8,63%;
22/07/2011;607475,44;0;79,97;26,65;3,972;0,14%;7,81%;
22/07/2011;581758,22;0;65,36;18,53;3,545;0,19%;6,34%;
22/07/2011;899044,34;0;69,82;21,01;3,563;0,13%;6,75%;
22/07/2011;991262,46;0;78,68;25,93;3,882;0,14%;8,35%;
22/07/2011;1377119,45;0;79,37;26,32;3,972;0,14%;7,81%;
22/07/2011;1950904,84;0;78,89;26,05;3,811;0,21%;7,27%;
22/07/2011;784490,67;0;90,27;32,37;3,651;0,22%;7,85%;
22/07/2011;964683,8;0;77,79;25,44;3,882;0,14%;8,02%;
22/07/2011;1362144;0;76,74;24,86;3,882;0,14%;4,58%;
22/07/2011;1357672,24;0;79,29;26,27;3,972;0,14%;8,36%;
22/07/2011;670854,96;0;78,1;25,61;3,811;0,21%;7,27%;
22/07/2011;1017867,8;0;69,52;20,84;3,882;0,14%;7,77%;
22/07/2011;1754879,45;0;82,28;27,93;3,972;0,14%;8,35%;
22/07/2011;1165870,54;0;91,17;32,87;3,794;0,13%;13,50%;
22/07/2011;507335,75;0;77,79;25,44;3,882;0,14%;9,86%;
22/07/2011;423441,76;0;90,27;32,37;3,651;0,22%;7,85%;
22/07/2011;1401944,8;0;90,27;32,37;3,651;0,22%;7,85%;
22/07/2011;1185674,48;0;76;24,44;3,545;0,19%;8,62%;
22/07/2011;238915,05;0;97,17;36,21;3,697;0,13%;8,44%;
22/07/2011;913236,62;0;80,75;27,08;3,627;0,13%;10,64%;
22/07/2011;820188,42;0;82,28;27,93;3,811;0,14%;8,68%;
22/07/2011;361311,41;0;83,31;28,51;3,637;0,21%;8,18%;
22/07/2011;505543,53;0;83,31;28,51;3,651;0,21%;8,18%;
22/07/2011;365562,67;0;91,17;32,87;3,794;0,13%;13,50%;
22/07/2011;1416005,59;0;84,6;29,22;3,651;0,21%;8,18%;
22/07/2011;980642,1;0;73,34;22,97;3,882;0,14%;4,58%;
22/07/2011;1292830,93;0;74,11;23,39;3,545;0,19%;6,90%;
22/07/2011;511316,29;0;88,59;31,44;3,697;0,13%;8,26%;
22/07/2011;597354,39;0;88,58;31,43;3,651;0,21%;10,64%;
22/07/2011;303108,81;0;78,5;25,83;3,563;0,13%;8,35%;
22/07/2011;741625,25;0;82,33;27,96;3,811;0,19%;8,63%;
29/07/2011;1352219,79;0;86,83;30,46;3,682;0,22%;7,96%;
29/07/2011;1680693,06;0;90,07;32,26;3,682;0,22%;7,85%;
29/07/2011;345381,29;0;88,07;31,15;3,682;0,22%;7,57%;
29/07/2011;1989674,07;0;84,36;29,09;3,659;0,13%;5,64%;
29/07/2011;275142,17;0;89,42;31,9;3,682;0,22%;6,53%;
29/07/2011;1483991,05;0;90,22;32,34;3,682;0,22%;6,93%;
29/07/2011;653382,62;0;56,66;13,7;3,547;0,21%;8,62%;
29/07/2011;807082,19;0;86,46;30,26;3,682;0,22%;6,43%;
29/07/2011;471449,98;0;91,1;32,83;3,682;0,22%;6,40%;
29/07/2011;1745841,33;0;86,75;30,42;3,694;0,13%;8,26%;
29/07/2011;1212938,67;0;89,46;31,92;3,682;0,22%;7,57%;
29/07/2011;890547,07;0;93,29;34,05;3,805;0,13%;13,50%;
29/07/2011;1880785,69;0;77,62;25,34;3,574;0,13%;6,88%;
29/07/2011;1871021,01;0;81,31;27,39;3,829;0,19%;8,63%;
29/07/2011;577511,02;0;74,67;23,71;4,004;0,14%;7,81%;
29/07/2011;582381,95;0;66,84;19,36;3,547;0,21%;6,34%;
29/07/2011;861894,77;0;68,59;20,33;3,574;0,13%;6,75%;
29/07/2011;954148,64;0;73,85;23,25;3,898;0,14%;8,35%;
29/07/2011;1298775,8;0;74,86;23,81;4,004;0,14%;7,81%;
29/07/2011;1858440,92;0;77,47;25,26;3,829;0,21%;7,27%;
29/07/2011;751167,12;0;91,56;33,09;3,682;0,22%;7,85%;
29/07/2011;944958,69;0;75,32;24,07;3,898;0,14%;8,02%;
29/07/2011;1319767,55;0;69,55;20,86;3,898;0,14%;4,58%;
29/07/2011;1310973,06;0;74,84;23,8;4,004;0,14%;8,36%;
